Name,Height,Weight,Nationality
21 M. Fjørtoft,193,90,Norway
Li Boxi,187,73,China PR
22 K. van der Kaap,190,82,Netherlands
22 K. Spinelli,188,67,Italy
Zhang Huajun,185,73,China PR
G. Kobel,195,88,Switzerland
José Oliveira,186,85,Portugal
22 L. Molino,178,73,Switzerland
22 M. Cahill,183,70,Australia
22 D. Aravena,170,70,Chile
22 A. Kılıç,180,72,Turkey
22 F. Gomes,160,54,India
22 Zhang Zijian,186,82,China PR
D. Iversen,193,80,Denmark
Jean,188,97,Brazil
D. Agyakwa,190,80,Netherlands
J. Sraha,183,70,England
21 J. Pellegrini,180,70,Italy
S. Cissé,190,82,France
22 B. Franz,185,75,Germany
U. Syversen,186,76,Norway
22 Jang Hyo Joon,174,67,Korea Republic
22 M. Méndez,188,76,Cuba
21 P. Missi Tomp,194,80,Cameroon
22 K. Sow,198,80,Switzerland
L. Billington,185,80,England
22 Zhang Yue,183,75,China PR
Kang Eui Bin,189,86,Korea Republic
G. Arubi,177,69,Republic of Ireland
K. Burks,188,87,United States
L. Bartlett,191,90,United States
21 V. Skeie,185,75,Norway
22 S. Nelson,184,75,Austria
20 A. Koutismouka,191,70,France
22 M. Jonsson,186,78,Sweden
21 R. Dillon,186,73,England
K. Grabara,195,85,Poland
L. Alvheim,193,76,Norway
20 A. Marafini,185,80,Italy
Matheus,190,84,Brazil
22 N. Koulis,187,80,Germany
22 Jia Boyan,168,66,China PR
E. Baggott,194,86,Indonesia
22 A. Tyagi,175,73,India
Kim Ji Soo,192,84,Korea Republic
Li Da,184,77,China PR
22 Pedro Machado,191,90,Portugal
21 M. Durrans,183,75,England
20 A. Al Raei,176,70,Saudi Arabia
E. Kurban,173,65,China PR
22 J. Mills,188,79,Republic of Ireland
A. Vitelli,189,81,France
22 R. Paswan,175,70,India
J. Szymański,189,85,Poland
S. Taylor,178,70,England
A. Amenda,194,90,Switzerland
22 Chen Yanpu,167,63,China PR
21 Ma Chongchong,183,75,China PR
20 R. Madika,182,74,Republic of Ireland
21 L. Loor,184,77,Ecuador
T. Zoreaux,188,86,Canada
22 Gao Jian,180,70,China PR
22 P. Singh,165,62,India
22 J. Milambo,167,59,England
22 S. Pasha,168,68,India
21 M. Glynn,180,70,Northern Ireland
22 H. Beckett,188,80,England
22 M. Aguek,185,75,South Sudan
D. Molloy,190,72,Republic of Ireland
M. Perin,188,77,Italy
21 O. Aravena,183,77,Chile
Hu Mingtian,181,72,China PR
22 Song Runtong,185,72,China PR
22 D. Singh,179,67,India
L. Daniels,195,90,England
A. McCarthy,193,79,England
21 H. Breivik,183,70,Norway
22 Son Seung Woo,176,71,Korea Republic
21 M. Segovia,165,65,Paraguay
20 Kim Yeong Uk,175,63,Korea Republic
22 Son Ho Jun,178,72,Korea Republic
B. Singh,172,71,India
21 Choi Won Chang,187,81,Korea Republic
22 G. Burroughs,191,82,Scotland
22 M. Dinger,193,83,Germany
22 H. Soloman,183,73,England
Yan Junling,191,83,China PR
22 R. Bürki,187,85,Switzerland
Wan Likai,177,73,China PR
22 Jung Ho Yeon,180,73,Korea Republic
21 E. Kurt,191,86,Germany
Chen Long,188,79,China PR
22 E. Olsson,188,72,Sweden
C. Taylor,192,82,England
22 Kim Seong min,171,69,Korea Republic
22 Gao Xiang,175,73,China PR
22 Liu Guobao,183,73,China PR
L. Southwood,185,72,Northern Ireland
20 S. Felipe,178,74,Uruguay
22 B. Attree,185,70,England
20 N. Whalley,185,67,England
22 Lu Yongtao,180,74,China PR
22 Kim Hae Seung,185,80,Korea Republic
22 Luo Shipeng,182,72,China PR
R. Charles-Cook,170,65,England
21 A. Zárate,191,82,Paraguay
22 A. Coyne,178,70,Australia
L. Acosta,187,84,Argentina
22 M. Hinnenkamp,186,84,Germany
21 T. Williamson,185,79,United States
22 Deng Jiaxing,183,77,China PR
A. Eriksson,182,78,Sweden
22 M. Pavel,178,66,Romania
21 B. Doucouré,192,80,France
I. Arboleda,182,80,Colombia
21 I. Velazquez,184,83,Paraguay
20 B. McPherson,178,75,England
22 C. Warfield,180,70,Republic of Ireland
Xu Haofeng,180,67,China PR
Valpuia,178,69,India
22 Joel Sousa,188,82,Portugal
22 B. Brevik,187,77,Norway
20 Gomes,191,95,Brazil
A. Radif,184,67,Saudi Arabia
Pedro Henrique,187,81,Brazil
21 Y. Hussain,187,72,Scotland
P. Gollini,194,94,Italy
22 Choe Seong Min,182,78,Korea Republic
22 C. Browne,175,64,Republic of Ireland
20 J. Avilés,170,70,Uruguay
M. Nocita,203,93,United States
22 F. Holmé,190,83,Norway
22 Koo Min Seo,184,69,Korea Republic
20 H. Myring,178,70,England
M. Furaih,162,60,Saudi Arabia
22 J. Madelin,186,78,Wales
Feng Zeyuan,181,70,China PR
J. Bijlow,188,76,Netherlands
A. Bass,191,70,England
C. MacGillivray,188,78,Scotland
C. Tătărușanu,198,90,Romania
20 Jung Sung Joon,182,72,Korea Republic
22 T. Hallstensen,189,78,Norway
Liao Lei,180,70,China PR
Zhao Ziye,180,73,China PR
21 A. Hutchinson,185,68,Scotland
M. Stickland,182,73,England
22 L. Kirnon,175,68,England
22 M. Linton,182,65,England
20 Kim Min Su,174,70,Korea Republic
S. Johnson,190,98,United States
H. Griesebner,182,71,Austria
P. Jensen,196,87,Denmark
G. Servio,185,86,Argentina
H. Sargis,183,77,United States
Lee Joon Ho,186,84,Korea Republic
22 F. Małek,189,78,Poland
22 S. Øverby,179,64,Norway
22 Ablimit Dilxat,170,73,China PR
J. O'Brien,185,70,Republic of Ireland
N. Hansson,186,80,Sweden
22 D. Walsh,193,84,Australia
22 C. Teale,185,74,England
L. Srdic,185,82,Bosnia and Herzegovina
22 N. Slonina,191,91,United States
22 Lee Geon Hee,187,79,Korea Republic
S. Visentin,187,80,Argentina
21 B. Rolt,178,72,England
21 D. Bouah,177,74,Italy
22 A. Jones,184,76,England
22 J. Woodiwiss,182,74,Wales
22 Kang Ui Chan,179,76,Korea Republic
M. Silvestri,191,80,Italy
21 J. Trew,188,78,Australia
Li Jiaheng,183,79,China PR
K. Moore,184,80,Republic of Ireland
22 J. Cooper,188,76,Republic of Ireland
T. Kaminski,188,70,Belgium
D. Tharme,183,80,England
G. Ray,193,71,Wales
S. Johnstone,193,85,England
22 Huang Zhenfei,183,75,China PR
R. Jansson,183,72,Finland
22 Wei Suowei,177,57,China PR
22 Herrerín,187,89,Spain
21 Song Seung Joon,187,80,Korea Republic
21 S. Olberkis,192,82,Lithuania
21 T. Penninkangas,193,86,Finland
22 D. Bhagat,173,72,India
20 J. Woodcock,178,71,England
A. Gunn,196,77,England
22 Zhang Xiao,193,88,China PR
22 S. Fernandes,168,65,India
22 S. Singh,182,75,India
Adrián,190,80,Spain
22 S. Kikuchi,181,75,Japan
22 F. Parada,190,83,Uruguay
21 O. Ozkara,178,72,Romania
21 L. Hagiu,179,65,Romania
21 Choi Hee Won,185,75,Korea Republic
22 Shin Jung,175,71,Korea Republic
22 M. Dituro,191,86,Argentina
A. Tavčar,197,88,Slovenia
V. Latinovich,185,82,Serbia
21 M. Angiulli,183,75,Belgium
S. Mandi,174,73,India
20 Kim Ho Su,181,77,Korea Republic
A. Emakhu,172,72,Republic of Ireland
22 G. O'Brien,176,74,Republic of Ireland
M. Hitz,194,91,Switzerland
21 P. Oșan,178,75,Romania
22 M. Posmyk,190,78,Poland
21 V. Mothwa,180,72,South Africa
É. Mendy,197,86,Senegal
21 Y. Kembo Diantela,195,86,France
22 C. Vestergaard,193,76,Denmark
S. Joshy,172,72,India
22 B. Margetson,185,75,Wales
N. Wagner,185,75,Germany
M. Flekken,195,87,Netherlands
21 N. Pagden,175,70,Australia
21 G. Duré,188,82,Paraguay
22 J. Greaves,190,74,England
20 S. O'Halleron,173,72,England
20 N. Zaß,178,83,Germany
22 Park Jae Hyun,177,69,Korea Republic
J. Skau,183,77,Norway
20 A. Dialo,175,70,Norway
21 M. Zant,195,93,Germany
D. Bachmann,191,81,Austria
22 Zeng Yaozhang,175,64,China PR
22 Yang Yang,173,63,China PR
22 Zhang Huiyu,175,64,China PR
H. Furayj,178,70,Saudi Arabia
22 A. Smithies,189,88,England
F. Forster,201,93,England
Lee Won Woo,191,81,Korea Republic
22 L. Karius,189,87,Germany
I. Provedel,192,84,Italy
21 J. Carreño,169,65,Ecuador
22 Huang Lei,175,69,China PR
A. Hoti,191,85,Kosovo
J. Musso,191,93,Argentina
Kim Tae Yang,184,77,Korea Republic
H. Ozée,184,77,France
22 A. Żerkowski,187,80,Poland
J. Gubbins,182,75,England
20 T. Howard,191,88,United States
22 P. Kyum,172,65,China PR
21 H. Danielsson,170,69,Sweden
Ruan Qilong,183,72,China PR
20 S. Bennett,178,70,England
21 L. Hien,181,74,Sweden
J. Carragher,192,87,England
S. Sirigu,192,85,Italy
22 Jeon Yong Jun,182,70,Korea Republic
22 N. Henchoz,182,72,Switzerland
B. Samba,186,79,Congo
S. Dimitrievski,188,84,North Macedonia
E. Tellgren,180,74,Sweden
D. Bauer,189,86,Germany
Li Yalun,184,73,China PR
21 J. Bodenham,180,72,Wales
Meng Junjie,180,78,China PR
22 P. Zimmermann,184,77,Germany
I. Meslier,196,74,France
A. Cragno,184,78,Italy
A. Pyatov,190,90,Ukraine
22 R. Nyakossi,194,91,Switzerland
22 E. Morales,190,77,United States
Bruno Varela,191,88,Portugal
20 A. Volker,191,79,Chile
A. Pabón,185,80,Ecuador
22 A. McCabe,181,74,Republic of Ireland
22 D. Agbontohoma,190,85,England
B. Drągowski,188,74,Poland
22 A. Chawan,175,74,India
I. Aalberg,191,81,Norway
22 M. Winther,192,77,Denmark
22 G. Forrest,185,81,England
22 C. O'Riordan,193,84,Republic of Ireland
22 Tian Yuda,190,85,China PR
21 É. Hermoza,179,78,Peru
K. Cruise,176,75,Republic of Ireland
22 R. Rama,182,71,Albania
22 L. Meitei,169,68,India
T. Ogundega,185,76,England
20 J. Hewitt,186,65,England
22 Geng Xin,178,72,China PR
21 M. Ahmadi,190,81,Sweden
S. Bird,188,80,England
H. Minturn,188,79,England
B. Topalloj,185,78,Kosovo
20 Y. Epitaux,188,78,Switzerland
M. Bruns,192,75,Germany
20 C. Kameni,186,86,Cameroon
21 M. Fowler,178,74,England
T. Coman,182,73,Romania
L. Kugland,176,76,Germany
T. Monney,190,86,Switzerland
22 Yang Si hoo,185,80,Korea Republic
22 W. Aguerre,188,90,Uruguay
22 C. Bustamante,179,75,Chile
22 S. Fisher,188,83,Scotland
C. Windust,183,75,Australia
21 L. Wyke,185,82,England
21 S. Piccinini,185,77,Italy
21 J. Mejía,178,76,Colombia
20 D. Bogdanov,182,77,Republic of Ireland
21 L. Nazareno,195,93,Ecuador
22 S. Meher,174,65,India
M. Fisher,178,66,England
22 Kang Sang Hee,180,73,Korea Republic
M. Ridley,196,85,England
A. Nübel,193,88,Germany
Sun Hongwei,184,73,China PR
Zhang Junye,181,71,China PR
22 P. Mercioiu,176,62,Romania
22 A. Nawab,175,56,India
T. Maddad,170,65,Saudi Arabia
S. Rochet,190,85,Uruguay
J. Espínola,185,89,Paraguay
D. Devine,190,85,Scotland
22 M. DeShields,185,82,Trinidad and Tobago
D. Moussadek,185,82,France
Rui Silva,191,91,Portugal
T. Carson,182,80,Northern Ireland
E. Fernandez,194,75,England
22 C. Espinoza,183,77,Ecuador
B. Souare,194,86,Switzerland
F. Kleemann,193,91,United States
S. Issah,188,75,Ghana
B. Schieber,189,81,Germany
22 T. Ishii,190,81,Japan
A. Meret,190,83,Italy
R. Olsen,196,86,Sweden
21 J. Eftevaag,183,72,Norway
22 Lee Dong Hee,186,82,Korea Republic
Sergio Rico,196,90,Spain
D. Kubatta,195,82,Germany
21 W. Błyszko,197,89,Poland
22 D. Bodie,185,72,England
20 V. Sadler,184,76,Germany
J. Bond,193,84,England
21 O. Dillon,191,81,Australia
22 T. Telcean,184,79,Romania
22 J. Kudsk,188,80,Denmark
L. Thomas,191,91,Australia
21 Hwang Jun Ho,190,84,Korea Republic
R. Zentner,194,96,Germany
Liu Junxian,174,60,China PR
M. Al Rubaie,182,81,Saudi Arabia
Diego López,196,89,Spain
A. Leone,183,82,Mexico
A. Blake,188,79,Jamaica
21 Park Ho Young,195,87,Korea Republic
T. Horn,192,90,Germany
22 K. Takai,192,84,Japan
S. Fernandes,184,62,India
22 R. Sawyers,183,84,England
16 Weverton,189,89,Brazil
T. Mokwena,191,83,South Africa
L. Montipò,191,82,Italy
22 S. Owusu,188,84,Ghana
22 Kim Ju Hyeong,188,84,Korea Republic
David Gil,186,81,Spain
22 I. Kaba,182,70,England
20 T. Tabira,188,80,Japan
22 Zhang Xiang,189,70,China PR
22 R. Colvin,183,78,Austria
22 Wang Huapeng,183,72,China PR
14 D. Quigley,186,78,Republic of Ireland
22 Zheng Junwei,189,81,China PR
A. Pond,188,86,England
22 J. Calderón,185,85,Peru
Gou Junchen,186,80,China PR
E. Haddock,185,72,Republic of Ireland
D. Ospina,183,80,Colombia
22 K. Swaleh,170,60,Norway
J. Neal,185,66,United States
S. Kapino,196,88,Greece
21 A. Liu,193,80,United States
J. Devecchi,188,83,Argentina
T. Strakosha,193,78,Albania
22 A. Traoré,182,77,Saudi Arabia
22 M. Thomas-Sadler,188,75,Wales
22 Adil Abdulla,180,76,China PR
B. Białkowski,194,86,Poland
22 N. Kherbouche,194,80,England
22 S. Dreyer,183,75,England
19 J. Carrizo,187,87,Argentina
Caro,184,83,Spain
M. Rodák,194,81,Slovakia
21 V. Krüger,190,82,Sweden
H. Cann,189,81,England
22 A. Silva,190,92,Paraguay
22 Fan Chao,187,80,China PR
10 M. Ricketts,188,75,England
22 M. Quinlan,173,62,Republic of Ireland
22 E. Alkan,193,76,Turkey
22 T. Dickens,193,78,England
22 N. Bertilsson,185,77,Sweden
A. Lindegaard,193,85,Denmark
22 He Siwei,174,69,China PR
A. Consigli,189,82,Italy
L. Healy,180,80,Republic of Ireland
A. Longmire,191,86,United States
22 Lee Gyu Baeg,185,83,Korea Republic
20 Lim Dug Keun,183,77,Korea Republic
Bai Yang,192,75,China PR
22 Bae Jae Ik,175,70,Korea Republic
21 B. Copping,176,61,England
S. Marinović,191,95,New Zealand
D. Duffy,169,70,Republic of Ireland
L. Hrádecký,192,83,Finland
20 T. Perkins,185,80,England
C. Coosemans,186,84,Belgium
22 Mário Évora,181,79,Cape Verde Islands
21 P. Waliś,195,89,Poland
J. Egan,185,82,Republic of Ireland
M. Hermansen,185,81,Denmark
H. Verhulst,193,92,Netherlands
Z. Al Jari,182,75,Saudi Arabia
R. Gudiño,196,81,Mexico
22 Kim Dong Hyun,173,68,Korea Republic
J. Marquez,180,79,Venezuela
H. Al Sayyaf,181,76,Saudi Arabia
11 R. Reçber,187,76,Turkey
21 M. Batelt,193,81,Poland
H. Singh,176,71,India
G. Morris,183,70,England
22 Li Xingqi,183,67,China PR
22 S. Grehan,184,80,Republic of Ireland
Liu Jiahui,185,82,China PR
K. Haug,187,85,Norway
09 D. Coulibaly,180,68,Mali
Gabri Prestão,186,80,Brazil
A. Bodart,186,81,Belgium
T. van Assema,187,80,Sweden
22 J. Wells,190,80,England
J. Orozco,175,83,United States
Wei Minghe,182,77,China PR
J. Brinkies,188,87,Germany
21 Cifuentes,189,80,Spain
T. Savin,194,84,England
B. Collins,184,69,England
22 Choi In Gyu,188,80,Korea Republic
22 B. Camp,183,75,Scotland
D. Randolph,188,78,Republic of Ireland
E. Mulder,193,88,Netherlands
22 K. Hayde,182,72,England
21 T. Maples,183,85,United States
W. Caballero,186,83,Argentina
22 J. Hannah,182,73,England
J. Ellis,183,77,England
E. Audero,192,83,Italy
22 S. Gonda,187,83,Japan
D. Ward,191,88,Wales
21 J. Browne,180,73,Republic of Ireland
C. Stanković,186,80,Austria
D. Yapi,185,79,United States
A. Werner,191,85,Argentina
22 Lee Woo Yeon,188,83,Korea Republic
E. Viviano,195,90,Italy
21 E. Langwagen,182,68,Sweden
M. Turner,191,79,United States
22 Yang Zhaohui,182,75,China PR
22 Kim Jin Young,182,80,Korea Republic
22 He Youzu,186,80,China PR
22 Sim Won Seong,190,88,Korea Republic
22 Chen Guoliang,186,70,China PR
Léo Jardim,188,82,Brazil
22 A. Mills,185,77,Australia
21 F. Bonini,185,76,Italy
N. Asiri,181,79,Saudi Arabia
22 S. Butler,185,77,Wales
21 J. Parke,181,74,Northern Ireland
21 A. Cheshire,183,78,England
B. Varghese,181,79,India
I. Don,181,76,Argentina
21 J. Plath,190,80,Germany
21 C. Barks,188,75,England
A. Brignoli,187,74,Italy
Wang Wenxuan,183,71,China PR
Ø. Nyland,192,90,Norway
M. Travers,191,82,Republic of Ireland
T. Sippel,183,80,Germany
K. Paulsen,192,82,Norway
Luís Maximiano,190,82,Portugal
22 L. Hebbelmann,181,80,Germany
V. Myhra,194,94,Norway
G. Gómez,190,99,Argentina
22 M. McDonnell,190,86,Republic of Ireland
22 T. Östlund,199,85,Sweden
21 C. Muñoz,184,75,Chile
21 S. Cartwright,185,75,England
17 S. Saja,188,84,Argentina
22 Jesús Ruiz,185,77,Spain
21 A. Martillo,173,70,Ecuador
22 Hong Sung Wook,186,75,Korea Republic
20 D. Richards,189,70,England
C. Noonan,178,62,Republic of Ireland
19 S. Sorrentino,186,85,Italy
20 B. Rojas,178,74,Chile
20 B. Tricker,193,80,England
V. Jaroš,190,74,Czech Republic
22 E. Young,188,70,England
D. Vukovic,187,95,Australia
07 P. Ikedia,166,62,Nigeria
L. Mirković,191,83,Serbia
22 Liu Yixin,180,75,China PR
Chen Xiangyu,186,75,China PR
O. Marciano,193,78,Israel
22 A. Ceza,180,75,Chile
N. Johansson,185,79,Sweden
L. Zigi,188,87,Ghana
22 C. Acevedo,184,74,Mexico
A. Noppert,203,94,Netherlands
Marcelo Grohe,188,81,Brazil
22 F. Molla,161,63,India
20 P. Fromm,188,85,Germany
E. Kawashima,185,82,Japan
B. Collins,191,89,Australia
M. Crocombe,194,88,New Zealand
F. Müller,190,88,Germany
W. Muirang,184,76,India
C. Walls,188,77,United States
N. Prabhu,176,68,India
22 G. Akkan,188,80,Turkey
22 N. Kamifukumoto,182,76,Japan
21 R. Al Harbi,181,75,Saudi Arabia
M. Ferkranus,188,82,United States
22 M. Steffen,189,77,Netherlands
R. Rúnarsson,186,76,Iceland
A. Murić,197,81,Kosovo
F. Dahmen,188,83,Germany
W. Hennessey,198,90,Wales
M. Adebowale,196,85,England
Joel Robles,195,90,Spain
Juan Soriano,185,78,Spain
D. Heuer Fernandes,188,81,Portugal
22 Yang Haoyu,183,77,China PR
A. Deu,188,71,South Sudan
22 Luo Junhan,180,72,China PR
C. Díaz,176,76,Chile
21 Ma Defu,181,77,China PR
H. Nicolson,188,81,Scotland
21 C. Pizarro,176,70,Chile
Y. van Osch,183,73,Netherlands
13 D. James,194,95,England
Zhang Chao'ao,182,70,China PR
J. Cárdenas,188,80,Ecuador
Liu Runnan,190,72,China PR
22 K. Wingralek,191,87,Poland
B. Costil,187,82,France
O. Halls,188,75,England
22 Zhang Zhihao,184,73,China PR
22 Jin Liangkuan,180,68,China PR
20 Y. Ampuero,185,79,Peru
22 No Yun Sang,193,83,Korea Republic
21 Chen Kejiang,176,70,China PR
21 L. Svanberg,194,78,Sweden
22 Huang Xuheng,187,81,China PR
22 Kim Ki Soo,190,82,Korea Republic
Raúl Lizoain,188,80,Spain
21 M. Traynor,184,72,Republic of Ireland
20 Lee Da Won,193,90,Korea Republic
O. Kolář,193,81,Czech Republic
K. Dawson,179,81,Uruguay
M. Stekelenburg,197,92,Netherlands
19 P. Čech,196,90,Czech Republic
André Moreira,194,96,Portugal
22 Wei Feng,182,75,China PR
18 C. Carrasso,187,93,France
M. Campagna,188,72,Canada
J. Gutíerrez,177,72,Bolivia
22 J. Bradley-Walsh,184,78,Republic of Ireland
Dani Martín,187,77,Spain
Kang Hyeon Mu,185,78,Korea Republic
B. Lecomte,186,78,France
21 B. Velásquez,178,70,Venezuela
T. O'Brien,186,85,England
22 O. Karnezis,190,81,Greece
Kim Min Gyu,188,82,Korea Republic
22 A. Tikvic,195,89,Germany
F. Woodman,188,83,England
D. Grimshaw,185,77,England
Jo Hyeon Woo,189,75,Korea Republic
15 I. McLoughlin,194,95,Republic of Ireland
R. Salin,189,76,France
J. Cumming,186,79,England
21 B. Sangaré,181,78,Côte d'Ivoire
10 M. Diakité,185,76,France
22 Lin Guoyu,192,77,China PR
J. Talbot,180,80,Republic of Ireland
22 M. van der Hart,188,87,Netherlands
C. Tourish,188,82,Republic of Ireland
20 M. Edmondson,182,75,England
21 F. Alastra,185,79,Italy
L. Nicholls,191,85,England
M. Johansson,193,86,Sweden
15 G. Adam,185,74,Scotland
J. Hull,198,94,England
Liu Haofan,185,78,China PR
22 He Yiran,184,75,China PR
J. Bonham,193,95,Republic of Ireland
22 S. Morrissey,189,74,Republic of Ireland
J. Wollacott,190,80,Ghana
C. Flores,193,89,Venezuela
22 J. Pinto,183,75,Peru
C. Kelleher,188,74,Republic of Ireland
P. Bernardoni,190,78,France
S. Torrico,183,84,Argentina
09 V. van den Berg,176,73,Netherlands
J. Steele,188,79,England
22 Cho Suk Young,190,88,Korea Republic
R. Jarstein,192,88,Norway
22 Zhang Haochen,177,70,China PR
20 Kim Yeong Geun,174,71,Korea Republic
D. Stockdale,191,84,England
P. Terracciano,193,78,Italy
Fu Yuncheng,187,79,China PR
D. Odumosu,185,80,Republic of Ireland
R. Gikiewicz,190,81,Poland
A. Bayındır,198,73,Turkey
21 M. Wright,178,81,England
22 Renan Ribeiro,193,88,Brazil
R. Bowden,188,80,Republic of Ireland
22 P. Galindo,180,75,Bolivia
22 D. Martin,188,86,England
Wu Junjie,188,83,China PR
L. Chichizola,182,80,Argentina
22 G. Gutiérrez,181,67,Mexico
Li Peinan,185,75,China PR
22 E. Chaux,189,75,Colombia
A. Tagnaouti,192,85,Morocco
J. Lumley,190,73,England
M. Bozinovski,195,88,North Macedonia
R. Welch,196,94,England
L. Kelly,184,85,Scotland
G. Bazunu,189,78,Republic of Ireland
L. Claros,184,88,Bolivia
D. Riznyk,186,77,Ukraine
A. Micai,186,77,Italy
T. Rojas,184,80,Venezuela
21 K. Farren,188,79,Republic of Ireland
22 Choi Hyeon Woong,188,76,Korea Republic
J. Joronen,197,89,Finland
18 C. Ikeme,191,100,Nigeria
21 F. Schram,198,85,Iceland
Han Jiaqi,185,76,China PR
S. Ulreich,192,87,Germany
22 Kim Ri Gwan,184,80,Korea Republic
I. Radu,188,78,Romania
D. Phillips,188,89,England
21 N. Mihaylov,194,90,Bulgaria
B. Stuver,191,81,United States
A. Schwolow,190,84,Germany
J. Lössl,195,89,Denmark
L. Vigouroux,194,77,Chile
07 Nuno Mendes,189,86,Portugal
22 Lee Sung Min,191,79,Korea Republic
21 Zhang Mengxuan,177,70,China PR
A. Luthe,195,85,Germany
H. Lewis,191,77,England
P. Zubczuk,183,77,Peru
Yang Pengju,188,82,China PR
21 M. Brund,194,80,Denmark
L. Ward,195,81,England
22 Mejías,194,84,Spain
22 Sun Ziquan,183,74,China PR
S. Kırıntılı,185,78,Turkey
Álvaro,186,75,Spain
Helton Leite,197,92,Brazil
20 L. Araújo,181,79,Peru
A. Mannus,188,94,Northern Ireland
22 K. Tzolakis,193,80,Greece
F. Rønnow,188,81,Denmark
07 Ice-Cream,187,75,Nigeria
M. Müller,192,92,Germany
M. Birighitti,189,84,Australia
J. Pollersbeck,195,87,Germany
M. Gillespie,192,83,England
S. Flinders,193,87,England
Zhao Wenzhe,184,73,China PR
S. Black,180,75,Republic of Ireland
21 E. Viveros,196,90,Ecuador
S. Gori,185,73,Italy
Diogo Costa,188,84,Portugal
22 A. Mitryushkin,189,79,Russia
C. Rushworth,188,86,England
R. Doohan,186,75,Scotland
21 Reguero,187,89,Spain
S. Colombi,188,83,Italy
20 Sim Min Yong,188,75,Korea Republic
21 N. Guirin,184,73,Uruguay
O. Evans,188,70,Wales
A. Lunin,192,87,Ukraine
D. Ousted,193,88,Denmark
S. Dieng,193,90,Senegal
J. Archer,191,80,Scotland
J. Martínez,184,82,Colombia
Bi Haoyang,186,70,China PR
D. Epassy,187,80,Cameroon
22 M. Santilli,187,85,Argentina
M. Bettinelli,194,82,England
L. Temple,191,76,Republic of Ireland
